order_number,departure_date,route,itinerary,carrier,operating_carriers,supplier,flight_type,device,no_of_pax,total_margin,channel_fee,total_purchase,ancillary_margin,commission,overrides,surcharge,date
BIT-4410707,2023-07-13,Colombia - Colombia,LET-BOG-MDE,LA,LA | LA,AVICO,One Way,Mobile,1,-0.916493582262,-5.0,63.142645842,0.0,0.557029158,0.0,2.53,2023-03-27
BIT-4410813,2023-06-15,Saudi Arabia - Philippines,RUH-MNL-RUH,PR,PR | PR,TXSG,Return,Mobile,1,8.347581610079947,-18.0,668.84464272,0.0,42.02391368,16.7495,0.0,2023-03-27
BIT-4410853,2023-03-28,Italy - Italy,NAP-FCO-GOA,AZ,AZ | AZ,TXIT,One Way,Mobile,1,-3.705820500000006,-5.0,123.92,0.0,0.88,0.0,0.0,2023-03-27
BIT-4410867,2023-08-21,Turkey - Italy,IST-BEG-MXP,JU,JU | JU,TXUS,One Way,Desktop,3,-9.173230855199938,-18.0,582.1373232,0.0,0.0,0.0,0.0,2023-03-27
BIT-4410686,2023-04-01,Italy - Italy,VCE-PMO-VCE,FR,FR | FR,TF,Return,Desktop,1,10.19917020000001,-5.0,145.51,11.39,0.0,0.0,-2.57,2023-03-27
BIT-4410562,2023-03-29,Italy - Morocco,BLQ-CMN,AT,AT,TXIT,One Way,Mobile,1,-6.154664699999996,-5.0,130.89,0.0,0.62,2.4552,0.0,2023-03-27
BIT-4410558,2023-08-24,South Africa - South Africa,MQP-CPT,4Z,4Z,BCDZA02,One Way,Mobile,2,-1.228419420107973,-17.2813,429.536753828,0.0,1.9461358,0.0,9.5,2023-03-27
BIT-4410547,2023-03-29,Italy - Italy,BDS-LIN,AZ,AZ,TXIT,One Way,Desktop,1,-4.479235500000001,-5.0,86.06,0.0,0.55,0.0,0.0,2023-03-27
BIT-4410189,2023-04-24,Germany - South Korea,MUC-AUH-ICN-AUH-MUC,EY,EY | EY | EY | EY,CTDE,Return,Desktop,1,1.636841352000058,-18.0,866.5,0.0,0.0,0.0,-17.56,2023-03-27
BIT-4410194,2023-07-23,Spain - Italy,IBZ-FCO,NO,NO,TXUS,One Way,Desktop,6,44.4119822642399,-18.0,898.9672341600001,0.0,17.17416624,50.492,0.0,2023-03-27
BIT-4410199,2023-03-29,Italy - Italy,FCO-GOA-FCO,AZ,AZ|AZ,TXIT,Return,Desktop,1,-2.805322800000012,-5.0,212.88,0.0,1.26,0.0,0.0,2023-03-27
BIT-4408925,2023-04-02,Italy - Italy,VCE-SUF-FCO-VCE,FR,FR|AZ | AZ,TF,Return,Desktop,1,-1.311570299999997,-5.0,226.86,0.0,0.68,0.0,0.53,2023-03-27
BIT-4410227,2023-09-28,Italy - United Arab Emirates,MXP-AUH-MXP,W6,W6 | W6,TF,Return,Desktop,1,-177.8401572,-1.98,2.550000000000011,0.0,0.0,0.0,-2.02,2023-03-27
BIT-4410277,2023-03-28,Italy - Italy,FCO-CTA-FCO,FR,FR|AZ,TF,Return,Desktop,2,-2.489890799999928,-5.0,256.92,0.0,0.86,0.0,0.06,2023-03-27
BIT-4410313,2023-03-29,Italy - Tunisia,BLQ-TUN,TU,TU,ATFR,One Way,Desktop,1,-7.887417599999999,-9.2272,230.68,0.0,0.0,0.0,0.0,2023-03-27
BIT-4410314,2023-04-10,Italy - Italy,CTA-LIN,AZ,AZ,TXIT,One Way,Desktop,1,-3.474301500000004,-5.0,121.35,0.0,0.88,0.0,0.0,2023-03-27
BIT-4410331,2023-04-11,Italy - Italy,CTA-LIN,AZ,AZ,TXIT,One Way,Mobile,1,-3.190412700000005,-5.0,121.35,0.0,0.88,0.0,0.0,2023-03-27
BIT-4410361,2023-03-28,Italy - Morocco,BLQ-CMN,AT,AT,TXIT,One Way,Mobile,1,-6.154664699999997,-5.0,130.89,0.0,0.62,2.4552,0.0,2023-03-27
BIT-4410370,2023-04-22,Italy - Italy,TRS-FCO-TRS,AZ,AZ|AZ,TXIT,Return,Desktop,1,-3.404643600000012,-5.0,133.74,0.0,0.42,0.0,0.0,2023-03-27
BIT-4410383,2023-06-03,Italy - Greece,NAP-JMK-NAP,FR,FR | FR,TF,Return,Desktop,7,-6.321681900000003,-18.0,907.41,0.0,0.0,0.0,9.38,2023-03-27
BIT-4410410,2023-06-19,Italy - Brazil,MXP-GRU-BPS-GRU-LHR-MXP,LA,LA | LA | LA | LA | BA,VENT,Return,Desktop,2,85.39037429999988,-18.0,2456.38,59.98,0.0,0.0,7.62,2023-03-27
BIT-4410416,2023-07-21,Italy - Singapore,FCO-DOH-SIN-DPS-DOH-FCO,QR,QR | QR | QR | QR,TXIT,Return,Mobile,2,-19.12963650000012,-18.0,3518.84,0.0,2.64,97.4585,0.0,2023-03-27
BIT-4410473,2023-06-20,Greece - Greece,MLO-ATH,GQ,GQ,TXBE,One Way,Desktop,2,-2.440553999999997,-5.0,185.6,0.0,0.0,0.0,0.0,2023-03-27
BIT-4410886,2023-09-16,Denmark - Faroe Islands,CPH-FAE-CPH,RC,RC|SK,CTDE,Return,Desktop,2,0.4268441999999588,-13.0632,461.64,0.0,0.06,0.0,1.42,2023-03-27
BIT-4410887,2023-05-04,Italy - Italy,BDS-LIN-BDS,AZ,AZ|AZ,TXIT,Return,Mobile,1,-3.824208600000001,-5.0,177.39,0.0,0.97,0.0,0.0,2023-03-27
BIT-4410910,2023-08-09,Colombia - Colombia,MDE-ADZ,LA,LA,AVICO,One Way,Desktop,1,22.22424615251999,-5.0,65.72238468,22.0,0.6232768200000001,0.0,25.96,2023-03-27
BIT-4410957,2023-03-31,Italy - Tunisia,NAP-TUN-NAP,UG,UG | UG,ATFR,Return,Mobile,1,12.0188691,-9.0,208.02,19.99,0.0,0.0,0.0,2023-03-27
BIT-4408895,2023-03-28,Italy - Tunisia,FCO-TUN-FCO,AZ,AZ | AZ,TXIT,Return,Desktop,2,-21.05599589999998,-18.0,561.62,0.0,11.98,3.3301,0.0,2023-03-27
BIT-4408879,2023-04-06,Italy - Italy,CTA-FCO,AZ,AZ,TXIT,One Way,Desktop,1,-5.010111600000003,-5.0,53.0,0.0,0.23,0.0,0.0,2023-03-27
BIT-4408875,2023-04-15,Italy - Italy,NAP-LIN-NAP,AZ,AZ|W6,TXIT,Return,Desktop,1,-5.202909299999995,-5.0,106.67,0.0,0.17,0.0,0.0,2023-03-27
BIT-4408873,2023-03-27,Italy - Italy,LIN-NAP,AZ,AZ,TXIT,One Way,Desktop,1,-4.566686999999996,-5.0,89.3,0.0,0.45,0.0,0.0,2023-03-27
BIT-4408853,2023-06-10,Italy - Spain,BLQ-IBZ-BLQ,NO,NO|FR,TXUS,Return,Mobile,2,0.9076659326398194,-18.0,716.4235097600001,15.0,8.43838904,24.8089,0.0,2023-03-27
BIT-4408812,2023-05-12,Italy - Italy,FCO-PMO,AZ,AZ,TXIT,One Way,Mobile,1,-3.613516199999998,-5.0,81.25,0.0,0.28,0.0,0.0,2023-03-27
BIT-4408741,2023-03-29,Italy - Morocco,MXP-CMN,AT,AT,TXIT,One Way,Mobile,1,-6.800592600000002,-5.0,121.13,0.0,0.44,1.7424,0.0,2023-03-27
BIT-4411279,2023-04-20,Italy - Italy,LIN-NAP,AZ,AZ,TXIT,One Way,Mobile,1,-4.608340200000002,-5.0,61.63,0.0,0.12,0.0,0.0,2023-03-27
BIT-4411320,2023-04-18,Italy - Italy,CTA-LIN-MXP-CTA,AZ,AZ|FR,TXIT,Return,Desktop,1,-4.424135999999995,-5.0,173.02,0.0,0.34,0.0,0.0,2023-03-27
BIT-4411323,2023-04-05,Italy - Italy,LIN-CTA,AZ,AZ,TXIT,One Way,Desktop,1,-3.496644600000007,-5.0,187.21,0.0,1.54,0.0,0.0,2023-03-27
BIT-4411325,2023-04-02,Italy - Italy,CTA-FCO,AZ,AZ,TXIT,One Way,Mobile,1,-3.837351599999993,-5.0,82.49,0.0,0.43,0.0,0.0,2023-03-27
BIT-4411330,2023-03-30,Italy - Italy,CTA-FCO-CTA,FR,FR|AZ,TF,Return,Mobile,1,-7.032313799999997,-9.0,260.72,0.0,0.73,0.0,0.08,2023-03-27
BIT-4411347,2023-03-31,Italy - Italy,AOI-CTA-AOI,FR,FR | FR,TF,Return,Mobile,1,-5.814766500000004,-5.0,64.26,0.0,0.0,0.0,0.13,2023-03-27
BIT-4411378,2023-05-12,Italy - Indonesia,FCO-AUH-SIN-DPS-KUL-AUH-FCO,EY,EY | EY | GA | OD    | EY | EY,TXIT,Return,Mobile,1,40.05814530000001,-18.0,935.22,29.99,0.0,0.0,-8.64,2023-03-27
BIT-4411386,2023-05-12,Italy - Indonesia,FCO-AUH-SIN-DPS-KUL-AUH-FCO,EY,EY | EY | GA | OD    | EY | EY,TXIT,Return,Desktop,2,81.06622620000003,-18.0,1870.44,59.98,0.0,0.0,-31.28,2023-03-27
BIT-4408903,2023-04-02,Italy - Italy,REG-FCO-TRN,AZ,AZ | AZ,TXIT,One Way,Mobile,1,-2.401226099999992,-5.0,102.06,0.0,0.68,0.0,0.0,2023-03-27
BIT-4410153,2023-05-11,Italy - Italy,SUF-FCO-TRN,AZ,AZ | AZ,TXIT,One Way,Desktop,1,-2.709884399999993,-5.0,81.67999999999999,0.0,0.43,0.0,0.0,2023-03-27
BIT-4411237,2023-04-07,Italy - Morocco,BGY-FEZ-BGY,FR,FR | FR,TF,Return,Desktop,1,-7.0369644,-5.0,121.22,0.0,0.0,0.0,0.0,2023-03-27
BIT-4411186,2023-04-23,Italy - Italy,LIN-FCO-LIN,AZ,AZ | AZ,TXIT,Return,Desktop,1,-4.016702999999996,-5.0,130.96,0.0,0.31,0.0,0.0,2023-03-27
BIT-4410971,2023-04-10,Italy - Italy,LIN-NAP,AZ,AZ,TXIT,One Way,Mobile,1,-4.608340200000002,-5.0,61.63,0.0,0.12,0.0,0.0,2023-03-27
BIT-4410974,2023-03-28,Italy - Italy,LIN-NAP-LIN,W6,W6|AZ,TF,Return,Desktop,1,4.186348800000014,-5.0,140.79,9.99,0.34,0.0,1.04,2023-03-27
BIT-4411005,2023-04-20,Italy - Italy,LIN-NAP,AZ,AZ,TXIT,One Way,Mobile,1,-4.608340200000002,-5.0,61.63,0.0,0.12,0.0,0.0,2023-03-27
BIT-4411019,2023-05-25,Italy - Italy,LIN-AHO-LIN,AZ,AZ|AZ,TXIT,Return,Desktop,1,-3.733218600000005,-5.0,141.13,0.0,1.1,0.0,0.0,2023-03-27
BIT-4411035,2023-04-09,Austria - Italy,VIE-MXP-VIE,FR,FR | FR,TF,Return,Desktop,1,-14.389563,-5.0,98.86,0.0,0.0,0.0,-8.86,2023-03-27
BIT-4411054,2023-03-30,Italy - Italy,BDS-FCO-BDS,AZ,AZ|AZ,TXIT,Return,Mobile,1,-3.160487099999994,-5.0,193.99,0.0,1.15,0.0,0.0,2023-03-27
BIT-4411065,2023-03-31,Italy - Italy,NAP-LIN,AZ,AZ,TXIT,One Way,Desktop,1,-0.687884399999997,-5.0,80.13,3.71,0.34,0.0,0.0,2023-03-27
BIT-4411073,2023-08-03,India - Indonesia,BOM-SIN-DPS,SQ,SQ | SQ,TXIN,One Way,Desktop,1,-8.495221903200028,-12.004,300.0772362,0.0,0.0,1.9191,0.0,2023-03-27
BIT-4411081,2023-08-01,Thailand - Vietnam,BKK-HAN,VN,BL,TXUS,One Way,Desktop,2,-11.02473662399999,-5.0,156.128784,0.0,0.0,0.0,0.0,2023-03-27
BIT-4411084,2023-05-26,Italy - Italy,LIN-AHO-LIN,AZ,AZ|AZ,TXIT,Return,Desktop,1,-3.733218600000005,-5.0,141.13,0.0,1.1,0.0,0.0,2023-03-27
BIT-4411107,2023-04-28,Italy - Italy,PMO-LIN,AZ,AZ,TXIT,One Way,Mobile,1,-4.086765299999997,-5.0,95.91,0.0,0.56,0.0,0.0,2023-03-27
BIT-4411108,2023-08-25,Indonesia - India,DPS-SIN-BOM,SQ,SQ | SQ,TXSG,One Way,Desktop,2,-11.62995721559992,-18.0,487.3771095999999,0.0,0.0,3.343,0.0,2023-03-27
BIT-4411111,2023-04-02,Italy - Italy,LIN-NAP,AZ,AZ,TXIT,One Way,Desktop,1,0.3925713000000063,-5.0,138.66,4.11,0.93,0.0,0.0,2023-03-27
BIT-4411124,2023-08-07,Italy - Spain,FCO-PMI-FCO,AZ,AZ | AZ,TXIT,Return,Desktop,7,6.265874699999943,-18.0,1748.53,0.0,7.069999999999999,6.7697,0.0,2023-03-27
BIT-4411139,2023-04-01,Italy - Italy,TRS-FCO-TRS,AZ,AZ|AZ,TXIT,Return,Desktop,1,-6.100374000000025,-9.0,271.26,0.0,1.9,0.0,0.0,2023-03-27
BIT-4411226,2023-08-26,Italy - Spain,BLQ-IBZ,NO,NO,TXUS,One Way,Mobile,2,10.24805350584008,-13.461,330.9558485599999,0.0,6.02211024,17.705,0.0,2023-03-27
BIT-4410135,2023-03-29,Italy - Italy,CTA-LIN-CTA,AZ,AZ|W6,TXIT,Return,Desktop,1,-6.126862199999996,-5.0,142.89,0.0,0.22,0.0,0.0,2023-03-27
BIT-4410069,2023-05-29,Italy - Italy,BRI-FCO,AZ,AZ,TXIT,One Way,Mobile,1,-5.3560758,-5.0,59.39,0.0,0.22,0.0,0.0,2023-03-27
BIT-4410056,2023-04-04,Italy - Italy,FCO-CTA,AZ,AZ,TXIT,One Way,Desktop,1,-4.315049099999994,-5.0,121.8,0.0,0.73,0.0,0.0,2023-03-27
BIT-4409214,2023-03-31,Italy - Italy,NAP-LIN,AZ,AZ,TXIT,One Way,Mobile,1,-4.459824299999997,-5.0,74.84,0.0,0.34,0.0,0.0,2023-03-27
BIT-4409220,2023-06-12,Italy - Italy,CAG-LIN,AZ,AZ,TXIT,One Way,Mobile,1,-4.982915700000003,-5.0,66.07000000000001,0.0,0.55,0.0,0.0,2023-03-27
BIT-4409228,2023-04-01,Italy - Italy,FCO-SUF-FCO,AZ,AZ|AZ,TXIT,Return,Mobile,1,-4.219509599999989,-5.0,192.98,0.0,1.05,0.0,0.0,2023-03-27
BIT-4409269,2023-03-27,Spain - Italy,TFS-FCO,NO,NO,TXUS,One Way,Mobile,1,12.89191390380004,-10.4497,256.4043541999999,0.0,5.0184252,14.7542,0.0,2023-03-27
BIT-4409270,2023-04-03,Italy - Italy,PSR-LIN-PSR,AZ,AZ|AZ,TXIT,Return,Desktop,1,-2.029380299999994,-5.0,216.83,0.0,1.43,0.0,0.0,2023-03-27
BIT-4409279,2023-04-24,Italy - Tunisia,MXP-TUN,TU,TU,ATFR,One Way,Desktop,1,48.03988919999999,-5.0,233.84,0.0,0.0,0.0,0.0,2023-03-27
BIT-4409287,2023-03-27,Italy - Italy,NAP-LIN,AZ,AZ,TXIT,One Way,Desktop,1,-4.523820599999997,-5.0,106.48,0.0,0.7,0.0,0.0,2023-03-27
BIT-4409291,2023-04-06,Tunisia - Italy,TUN-FCO-BLQ,AZ,AZ | AZ,TXGR,One Way,Mobile,1,-3.518886599999987,-5.0,131.32,0.0,2.05,0.7571000000000001,0.0,2023-03-27
BIT-4409341,2023-04-14,Italy - Italy,LIN-BRI,AZ,AZ,TXIT,One Way,Mobile,1,-5.077949699999992,-5.0,88.32,0.0,0.43,0.0,0.0,2023-03-27
BIT-4409352,2023-04-05,Italy - Italy,LIN-SUF-LIN,AZ,AZ | AZ,TXIT,Return,Mobile,1,-3.446397899999989,-5.0,133.72,0.0,0.52,0.0,0.0,2023-03-27
BIT-4409355,2023-03-28,Italy - Italy,FCO-CTA-FCO,FR,FR|AZ,TF,Return,Desktop,1,-5.508130199999996,-5.0,126.44,0.0,0.43,0.0,0.05,2023-03-27
BIT-4409357,2023-04-01,Italy - Italy,BDS-FCO-PMO-BDS,AZ,AZ | AZ|FR,TXIT,Return,Mobile,1,2.224806599999979,-5.0,189.36,4.99,1.42,0.0,0.0,2023-03-27
BIT-4409364,2023-05-05,Italy - Italy,VCE-CTA-VCE,FR,FR | FR,TF,Return,Mobile,2,-4.704890699999999,-5.0,156.34,0.0,0.0,0.0,0.0,2023-03-27
BIT-4409377,2023-04-02,Italy - Italy,MXP-BRI-LIN,FR,FR|AZ,TF,Return,Desktop,1,-3.598553399999988,-5.0,158.81,0.0,0.32,0.0,0.48,2023-03-27
BIT-4409382,2023-04-13,Italy - Tunisia,PMO-TUN,UG,UG,ATFR,One Way,Mobile,1,-3.6097755,-5.0,137.89,0.0,0.0,0.0,0.0,2023-03-27
BIT-4409200,2023-03-30,Italy - Italy,NAP-FCO-GOA-NAP,AZ,AZ | AZ|V7,TXIT,Return,Desktop,2,-9.178565700000076,-14.3432,357.9400000000001,0.0,0.64,0.0,0.0,2023-03-27
BIT-4409415,2023-04-14,Italy - Italy,FCO-CAG,AZ,AZ,TXIT,One Way,Desktop,1,-4.219913999999999,-5.0,58.25,0.0,0.28,0.0,0.0,2023-03-27
BIT-4409156,2023-04-18,Italy - Egypt,MXP-CAI,SM,SM,CTDE,One Way,Desktop,1,-8.384222999999999,-5.0,175.53,0.0,0.0,3.0,0.0,2023-03-27
BIT-4409127,2023-05-03,Italy - Italy,BRI-LIN-BRI,AZ,AZ|AZ,TXIT,Return,Mobile,2,-1.842244200000007,-5.0,203.21,0.0,0.51,0.0,0.0,2023-03-27
BIT-4408969,2023-03-29,Italy - Italy,CTA-FCO,AZ,AZ,TXIT,One Way,Mobile,1,-4.652824200000005,-5.0,95.32000000000001,0.0,0.6,0.0,0.0,2023-03-27
BIT-4408996,2023-06-09,Malta - Italy,MLA-FCO-MLA,KM,KM    | KM   ,TXNL,Return,Mobile,1,-3.861312300000001,-5.0,116.01,0.0,0.0,0.0,0.0,2023-03-27
BIT-4409001,2023-06-24,Italy - Italy,CTA-LIN,AZ,AZ,TXIT,One Way,Mobile,2,-3.549115499999991,-5.0,147.78,0.0,0.68,0.0,0.0,2023-03-27
BIT-4409006,2023-03-28,Italy - Italy,NAP-LIN,AZ,AZ,TXIT,One Way,Mobile,1,-4.045819799999993,-5.0,89.67,0.0,0.51,0.0,0.0,2023-03-27
BIT-4409015,2023-04-24,Italy - Italy,FCO-BRI-FCO,FR,FR|AZ,TF,Return,Mobile,1,-4.0459209,-5.0,73.39,0.0,0.22,0.0,1.0,2023-03-27
BIT-4409034,2023-03-30,Italy - Italy,TRN-BRI-TRN,FR,FR|FR,TF,Return,Desktop,1,-9.2993802,-8.5656,279.39,0.0,0.0,0.0,-1.52,2023-03-27
BIT-4409036,2023-04-25,Italy - United States,MXP-JFK,EK,EK,TXUS,One Way,Desktop,1,-13.24684591239595,-18.0,551.9803051,0.0,0.0,4.886489064,0.0,2023-03-27
BIT-4409059,2023-07-02,Italy - Italy,PMO-FCO,AZ,AZ,TXIT,One Way,Desktop,1,-4.2946269,-5.0,95.97,0.0,0.5,0.0,0.0,2023-03-27
BIT-4409063,2023-06-29,Italy - Italy,FCO-BDS-FCO,AZ,AZ | AZ,TXIT,Return,Desktop,1,-2.783485199999987,-5.0,170.31,0.0,0.83,0.0,0.0,2023-03-27
BIT-4409073,2023-03-28,Italy - Italy,CAG-FCO-NAP,AZ,AZ | AZ,TXIT,One Way,Mobile,1,-3.446600100000005,-5.0,83.74,0.0,0.49,0.0,0.0,2023-03-27
BIT-4409077,2023-06-30,Italy - Italy,FCO-PMO,AZ,AZ,TXIT,One Way,Desktop,1,-4.2981654,-5.0,101.03,0.0,0.5,0.0,0.0,2023-03-27
BIT-4409078,2023-04-23,Italy - Italy,NAP-LIN,AZ,AZ,TXIT,One Way,Mobile,1,-4.139842799999997,-5.0,49.08,0.0,0.1,0.0,0.0,2023-03-27
BIT-4409090,2023-06-29,Italy - Italy,FCO-BDS-FCO,AZ,AZ | AZ,TXIT,Return,Desktop,1,-3.174135599999989,-5.0,170.31,0.0,0.83,0.0,0.0,2023-03-27
BIT-4409102,2023-04-21,Italy - Italy,LIN-BRI,AZ,AZ,TXIT,One Way,Mobile,1,-3.516359099999993,-5.0,132.82,0.0,0.93,0.0,0.0,2023-03-27
BIT-4409108,2023-04-21,Italy - Italy,LIN-FCO-LIN,AZ,AZ | AZ,TXIT,Return,Desktop,1,-2.483015999999994,-5.0,158.65,0.0,0.62,0.0,0.0,2023-03-27
BIT-4409145,2023-03-29,Italy - Italy,LIN-SUF,AZ,AZ,TXIT,One Way,Desktop,1,-4.319699700000002,-5.0,88.31,0.0,0.44,0.0,0.0,2023-03-27
BIT-4411394,2023-04-12,Italy - Italy,NAP-LIN,AZ,AZ,TXIT,One Way,Mobile,1,-3.894068700000009,-5.0,133.2,0.0,0.98,0.0,0.0,2023-03-27
BIT-4409485,2023-04-03,Tunisia - Italy,TUN-BLQ,TU,TU,TXNL,One Way,Desktop,1,-4.5752805,-5.0,156.53,0.0,0.0,0.0,0.0,2023-03-27
BIT-4409521,2023-04-01,Italy - Egypt,BLQ-SSH-BLQ,NO,NO|NO,TXUS,Return,Desktop,1,4.308275400000008,-18.0,568.6827999999999,10.13,10.20413124,30.0001,0.0,2023-03-27
BIT-4409881,2023-04-11,Tunisia - Italy,TUN-MXP-TUN,TU,TU | TU,TXNL,Return,Desktop,1,-7.749618299999998,-10.148,253.7,0.0,0.0,0.0,0.0,2023-03-27
BIT-4409885,2023-06-26,Italy - Italy,BRI-FCO,AZ,AZ,TXIT,One Way,Mobile,1,-4.2667233,-5.0,50.43,0.0,0.18,0.0,0.0,2023-03-27
BIT-4409893,2023-03-31,Italy - Italy,PSR-BGY-LIN-PSR,FR,FR|AZ,TF,Return,Desktop,1,0.4776974999999929,-5.0,150.65,3.99,0.84,0.0,1.26,2023-03-27
BIT-4409895,2023-04-06,Tunisia - Italy,TUN-PMO,TU,UG,TXNL,One Way,Mobile,1,-1.089959099999998,-5.0,114.71,0.0,0.0,0.0,0.0,2023-03-27
BIT-4409896,2023-05-01,Italy - Italy,LIN-SUF,AZ,AZ,TXIT,One Way,Mobile,1,-4.353264899999999,-5.0,60.64,0.0,0.11,0.0,0.0,2023-03-27
BIT-4409920,2023-04-19,Italy - Italy,LIN-BRI,AZ,AZ,TXIT,One Way,Desktop,1,-4.506128099999999,-5.0,51.68,0.0,0.07,0.0,0.0,2023-03-27
BIT-4409926,2023-05-16,Italy - Egypt,MXP-CAI,SM,SM,CTDE,One Way,Mobile,1,-4.6462527,-5.0,160.53,0.0,0.0,2.4,0.0,2023-03-27
BIT-4409937,2023-04-28,Italy - Italy,BGY-PMO-BGY,FR,FR|FR,TF,Return,Mobile,3,-10.29733829999994,-11.698,395.7,0.0,0.0,0.0,-1.0,2023-03-27
BIT-4409951,2023-12-23,Italy - Italy,LIN-CTA,AZ,AZ,TXIT,One Way,Desktop,1,-4.446175799999999,-5.0,122.94,0.0,0.81,0.0,0.0,2023-03-27
BIT-4409961,2023-03-30,Italy - Italy,LIN-AHO-LIN,AZ,AZ|AZ,TXIT,Return,Desktop,1,-3.415865699999999,-5.0,123.34,0.0,0.8900000000000001,0.0,0.0,2023-03-27
BIT-4409963,2023-04-26,Italy - Italy,BRI-LIN,AZ,AZ,TXIT,One Way,Desktop,1,-4.473270600000002,-5.0,88.06,0.0,0.55,0.0,0.0,2023-03-27
BIT-4409966,2023-04-27,Italy - Italy,FCO-CTA,FR,FR,TF,One Way,Desktop,1,-6.746908499999999,-5.0,17.5,0.0,0.0,0.0,0.0,2023-03-27
BIT-4410008,2023-03-30,Italy - Italy,FCO-GOA,AZ,AZ,TXIT,One Way,Mobile,1,-4.586704799999993,-5.0,87.16,0.0,0.37,0.0,0.0,2023-03-27
BIT-4410035,2023-04-20,Italy - United States,FCO-BOS-LAX-FCO-CTA,AF,DL | DL | AZ | AZ,VENT,One Way,Desktop,1,27.30680669999995,-18.0,675.45,24.0,0.3,0.0,-0.75,2023-03-27
BIT-4410041,2023-04-03,Italy - Italy,FCO-PMO,AZ,AZ,TXIT,One Way,Mobile,1,-4.142875800000001,-5.0,101.03,0.0,0.5,0.0,0.0,2023-03-27
BIT-4409880,2023-04-08,Italy - Tunisia,PMO-TUN-PMO,UG,UG | UG,ATFR,Return,Desktop,1,-6.558154799999997,-10.264,256.6,0.0,0.0,0.0,0.0,2023-03-27
BIT-4409491,2023-08-14,Italy - Spain,VRN-FUE-VRN,NO,NO|NO,TXUS,Return,Desktop,2,-11.35606655856001,-18.0,1312.15090896,0.0,25.72407584,75.6288,0.0,2023-03-27
BIT-4409866,2023-06-01,Italy - Italy,CAG-LIN,AZ,AZ,TXIT,One Way,Desktop,2,25.76462729999999,-5.0,132.14,29.98,1.1,0.0,0.0,2023-03-27
BIT-4409801,2023-04-18,Italy - Italy,GOA-FCO-GOA,AZ,AZ|AZ,TXIT,Return,Desktop,2,-6.689382600000016,-9.2488,342.76,0.0,1.52,0.0,0.0,2023-03-27
BIT-4409555,2023-04-26,Italy - Italy,FLR-FCO-FLR,AZ,AZ|AZ,TXIT,Return,Desktop,1,-2.932506600000005,-5.0,227.19,0.0,1.38,0.0,0.0,2023-03-27
BIT-4409562,2023-06-27,Italy - Egypt,FCO-SSH-FCO,NO,NO | NO,TXUS,Return,Desktop,3,109.86542334036,-18.0,1387.48304724,0.0,24.03268068,70.6561,0.0,2023-03-27
BIT-4409568,2023-03-29,Italy - Italy,NAP-LIN-NAP,AZ,AZ|W6,TXIT,Return,Mobile,2,-13.73059319999999,-13.4456,334.74,0.0,1.4,0.0,0.0,2023-03-27
BIT-4409608,2023-12-25,United States - The Bahamas,FLL-NAS-FLL,UP,UP | UP,TXUS,Return,Desktop,2,0.869760914039988,-18.0,507.62300236,0.0,4.16343424,0.0,0.0,2023-03-27
BIT-4409619,2023-04-12,Italy - Italy,BRI-FCO-GOA,AZ,AZ | AZ,TXIT,One Way,Mobile,1,-3.612909600000006,-5.0,92.66,0.0,0.57,0.0,0.0,2023-03-27
BIT-4409635,2023-03-30,Italy - Italy,BDS-FCO-BDS,AZ,AZ|AZ,TXIT,Return,Desktop,1,-6.625487399999987,-9.0,275.09,0.0,2.05,0.0,0.0,2023-03-27
BIT-4409641,2023-12-25,United States - The Bahamas,FLL-NAS-FLL,UP,UP | UP,TXUS,Return,Mobile,2,1.685031314039988,-18.0,507.62300236,0.0,4.16343424,0.0,0.0,2023-03-27
BIT-4409686,2023-03-30,Italy - Italy,NAP-LIN,AZ,AZ,TXIT,One Way,Desktop,1,-5.028006300000009,-5.0,131.2,0.0,0.98,0.0,0.0,2023-03-27
BIT-4409702,2023-03-31,Italy - Italy,FCO-LIN-FCO,AZ,AZ | AZ,TXIT,Return,Mobile,1,-2.949086999999986,-5.0,128.94,0.0,0.33,0.0,0.0,2023-03-27
BIT-4409712,2023-05-31,Italy - Italy,LIN-NAP-LIN,AZ,AZ | AZ,TXIT,Return,Desktop,1,-3.448116599999997,-5.0,112.22,0.0,0.2,0.0,0.0,2023-03-27
BIT-4409719,2023-03-29,Italy - Italy,CTA-LIN,AZ,AZ,TXIT,One Way,Desktop,1,-4.056738599999993,-5.0,72.58,0.0,0.34,0.0,0.0,2023-03-27
BIT-4409731,2023-10-15,Italy - Spain,FCO-MAD-FCO,AZ,AZ | AZ,TXIT,Return,Desktop,2,4.20030060000002,-12.3888,308.8,0.0,0.92,1.0554,0.0,2023-03-27
BIT-4409771,2023-08-24,Italy - South Africa,MXP-CDG-JNB-CPT-AMS-LIN,KL,AF | AF | KL | KL,TXNL,Return,Desktop,3,129.1089462,-18.0,2023.4,164.7,0.0,0.0,60.0,2023-03-27
BIT-4409775,2023-05-30,Italy - Italy,BRI-FCO,AZ,AZ,TXIT,One Way,Mobile,1,-5.132240400000001,-5.0,59.39,0.0,0.22,0.0,0.0,2023-03-27
BIT-4409779,2023-04-08,Italy - Italy,FCO-CTA,AZ,AZ,TXIT,One Way,Mobile,1,-4.5074424,-5.0,86.2,0.0,0.33,0.0,0.0,2023-03-27
